company_linkedin_tag,linkedin_url,name,domain,website,segment,icp_confidence,tier,size_band,employees_on_linkedin,industry,company_type,founded_year,hq_city,hq_state,hq_country,payroll_evidence,hiring_payroll_roles,sources
ace-accountants-&-tax-consultants-ltd,https://www.linkedin.com/company/ace-accountants-&-tax-consultants-ltd,Ace Accountants & Tax Consultants,-,https://aceaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Ilford,England,GB,accountants; accountancy; bookkeeping; accountancy firm,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
admin-plus-limited,https://www.linkedin.com/company/admin-plus-limited,Admin Plus Limited,-,https://adminplusltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Glasgow,Scotland,GB,bookkeeping,-,pros-ind::Accounting::United Kingdom
amplifi-solutions,https://www.linkedin.com/company/amplifi-solutions,Amplifi,amplifi.solutions,https://amplifi.solutions,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Public,-,Ballyclare,N. Ireland,GB,accountants; tax advisers,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
anova-chartered-accountants-uk,https://www.linkedin.com/company/anova-chartered-accountants-uk,Anova Chartered Accountants,anovagroup.co.uk,http://www.anovagroup.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1978,Horsham,England,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
apc-accountants-limited,https://www.linkedin.com/company/apc-accountants-limited,ApC Chartered Accountants,apc-accountants.co.uk,https://apc-accountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Mansfield,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom
apex-accountancy,https://www.linkedin.com/company/apex-accountancy,Apex Accountancy,apex-acc.com,https://apex-acc.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,England,GB,accountancy; accounting services; accountancy services,-,pros-ind::Accounting::United Kingdom
avonglen-limited,https://www.linkedin.com/company/avonglen-limited,Avonglen Limited,avonglen.com,https://avonglen.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Southampton,England,GB,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
bay-accountants-ltd,https://www.linkedin.com/company/bay-accountants-ltd,BAY ACCOUNTANTS LTD,bay-accounting.co.uk,http://www.bay-accounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,2004,Birmingham,-,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
br-accountants-ltd,https://www.linkedin.com/company/br-accountants-ltd,BR Accountants,br-accountants.com.au,https://braccountantsltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Public,-,London,England,GB,accountants; accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
bala-ltd,https://www.linkedin.com/company/bala-ltd,Bala Ltd,balaltd.com,http://www.balaltd.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2002,Brixton Hill,London,GB,accountants; chartered certified,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
bell-tindle-williamson-llp,https://www.linkedin.com/company/bell-tindle-williamson-llp,Bell Tindle Williamson LLP,btw.uk.com,http://www.btw.uk.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,2005,Tyne And Wear,-,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
benison-solvers-limited,https://www.linkedin.com/company/benison-solvers-limited,Benison Solvers Limited,benisonsolvers.co.uk,http://www.benisonsolvers.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2008,Brentford,-,GB,accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
berkshireaccountantslimited,https://www.linkedin.com/company/berkshireaccountantslimited,Berkshire Accountants Limited,berkshireaccountants.com,http://www.berkshireaccountants.com,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,SELF_EMPLOYED,2007,Reading,Berkshire,GB,payroll services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
bluespireaccountants,https://www.linkedin.com/company/bluespireaccountants,Blue Spire Accountants & Financial Planners,thechichesteraccountants.com,https://www.thechichesteraccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Privately Held,2009,Chichester,West Sussex,GB,chartered accountants; accountants; accountancy,payroll administrator; senior payroll,"aiark-lookalike; jobs::payroll administrator,senior payroll; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom"
blythe-co,https://www.linkedin.com/company/blythe-co,Blythe & Co - Chartered Accountants in Sutton,-,https://blytheandco.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Sutton,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
bradbury-stell,https://www.linkedin.com/company/bradbury-stell,Bradbury Stell,bradburystell.co.uk,http://www.bradburystell.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1996,Teddington,-,GB,accountants; chartered certified,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
bi-accountancy,https://www.linkedin.com/company/bi-accountancy,Bright Ideas Accountancy,biaccountancy.com,https://biaccountancy.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Public,-,-,England,GB,accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
brook-financial-management-limited,https://www.linkedin.com/company/brook-financial-management-limited,Brook Financial Management Limited,brook-financial.co.uk,https://brook-financial.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Ilminster,England,GB,accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
cfo-services-ireland,https://www.linkedin.com/company/cfo-services-ireland,CFO Services Ireland,cfoservices.ie,https://www.cfoservices.ie,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,Privately Held,2004,Dublin 2,Dublin,IE,payroll bureau; payroll services,-,pros-ind::Accounting::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::payroll::Ireland; unknown
chk-partnership,https://www.linkedin.com/company/chk-partnership,CHK Partnership,chk.ie,https://chk.ie/contact-us,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,Partnership,-,Cork,Cork,IE,payroll bureau; payroll bureau services; outsourced payroll; payroll solutions; payroll processing,-,pros-ind::Accounting::Ireland; pros-kw::accountancy practice::Ireland; pros-kw::chartered accountants::Ireland; unknown
cwfpartners-ltd,https://www.linkedin.com/company/cwfpartners-ltd,CWF & Partners,cwfpartners.co.uk,https://cwfpartners.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,-,GB,accounting firm,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
calderco,https://www.linkedin.com/company/calderco,Calder & Co,calders.net,http://www.calders.net,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1883,London,England,GB,accountancy; bookkeeping; accountancy firm,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::payroll bureau::United Kingdom
capital-accountants-ltd,https://www.linkedin.com/company/capital-accountants-ltd,Capital Accountants,capitalaccountants.co.uk,https://capitalaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
capital-accounting-solutions,https://www.linkedin.com/company/capital-accounting-solutions,Capital Accounting Solutions,-,https://capitalaccounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
carpe-diem-business,https://www.linkedin.com/company/carpe-diem-business,Carpe Diem Business | Bookkeeping Services,amicovirtual.com,http://www.carpediem.business,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,SELF_OWNED,2023,London,-,GB,payroll processing,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
carthyaccountants,https://www.linkedin.com/company/carthyaccountants,Carthy Accountants Limited,carthyaccountants.co.uk,http://www.carthyaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PUBLIC_COMPANY,2001,Stafford,-,GB,accountants; accountancy; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::CIS payroll::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::managed payroll::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
registercompany-ie,https://www.linkedin.com/company/registercompany-ie,Chern &,registercompany.ie,https://registercompany.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Business Consulting and Services,Private,-,Limerick,Co Limerick,IE,accountancy; accountancy services,-,pros-ind::Business Consulting and Services::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::outsourced payroll::Ireland; pros-kw::payroll services::Ireland; pros-kw::payroll solutions::Ireland; pros-kw::payroll::Ireland
clement-rabjohns-limited,https://www.linkedin.com/company/clement-rabjohns-limited,Clement Rabjohns,clemrab.com,http://www.clemrab.com,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1935,Evesham,Worcestershire,GB,payroll services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom
crozier-jones,https://www.linkedin.com/company/crozier-jones,Crozier Jones,crozierjones.co.uk,http://www.crozierjones.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1991,Doncaster,-,GB,payroll service,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
cutter-&-co-limited,https://www.linkedin.com/company/cutter-&-co-limited,Cutter & Co Limited,cutterandco.co.uk,https://cutterandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Halesowen,England,GB,accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
demsa-accountants,https://www.linkedin.com/company/demsa-accountants,Demsa Accountants,demsa.org.uk,https://demsa.org.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2011,London,-,GB,accountants; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
easy-accountants-pvt-ltd,https://www.linkedin.com/company/easy-accountants-pvt-ltd,Easy Accountants Pvt Ltd,easyaccountants.com,https://easyaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Outsourcing and Offshoring Consulting,Privately Held,2008,Wembley,-,GB,accountants; accounting services,-,discolike::bureau-practice; ind::Outsourcing and Offshoring Consulting::GB; pros-ind::Business Consulting and Services::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom
elite-tax-compliance-ltd,https://www.linkedin.com/company/elite-tax-compliance-ltd,Elite Tax Compliance,elitetaxcompliance.co.uk,https://elitetaxcompliance.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Sheffield,England,GB,accountancy,-,pros-ind::Accounting::United Kingdom
elliot-woolfe-&-rose,https://www.linkedin.com/company/elliot-woolfe-&-rose,Elliot Woolfe & Rose,-,https://ewr.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Edgware,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
elliotts-shah,https://www.linkedin.com/company/elliotts-shah,Elliotts Shah,elliottsshah.co.uk,https://elliottsshah.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,chartered accountants; accountants; accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
equate-ltd,https://www.linkedin.com/company/equate-ltd,Equate,-,https://equateltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,-,Private,-,Wakefield,England,GB,accountants; accountancy; accounting practice; accountancy services,-,pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::payroll services::United Kingdom
exizent,https://www.linkedin.com/company/exizent,Exizent,exizent.com,https://www.exizent.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Software Development,PRIVATELY_HELD,2018,Edinburgh,Scotland,GB,accountancy,-,aiark-lookalike
fbtc-limited,https://www.linkedin.com/company/fbtc-limited,FBTC Accountancy Services,fbtc.co.uk,https://fbtc.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Billingham,England,GB,accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
fitzpatrick-&-kearney-limited,https://www.linkedin.com/company/fitzpatrick-&-kearney-limited,Fitzpatrick & Kearney Ltd,fitzpatrickandkearney.com,http://www.fitzpatrickandkearney.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1955,Newry,Northern Ireland,GB,accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom
future-insight-consultancy-ltd,https://www.linkedin.com/company/future-insight-consultancy-ltd,Future Insight Consultancy,futureinsight.co.uk,https://futureinsight.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Chislehurst,England,GB,accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
ghldllp,https://www.linkedin.com/company/ghldllp,GHLD,ghld.uk.com,https://ghld.uk.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
graham-martin-&-co,https://www.linkedin.com/company/graham-martin-&-co,Graham Martin & Co,grahammartinandco.co.uk,https://grahammartinandco.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,Private,-,Eastleigh,England,GB,payroll services,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
greenaway-chartered-accountants,https://www.linkedin.com/company/greenaway-chartered-accountants,Greenaway Chartered Accountants,greenaway.co.uk,https://greenaway.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,-,GB,chartered accountants; accountancy practice; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom
growth-accountants,https://www.linkedin.com/company/growth-accountants,Growth Accountants,growth.accountants,https://growth.accountants,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Privately Held,2023,Reading,England,GB,accountants; accountancy; bookkeeping,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::payroll services::United Kingdom
hardy-&-company,https://www.linkedin.com/company/hardy-&-company,Hardy & Company,hardyandco.co.uk,https://hardyandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,-,GB,accountants; accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom
hayden-brown,https://www.linkedin.com/company/hayden-brown,"Hayden Brown, A Xeinadin Company",haydenbrown.ie,https://haydenbrown.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,-,IE,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::Ireland; pros-kw::accountancy practice::Ireland; pros-kw::chartered accountants::Ireland
hilden-park-accountants-limited,https://www.linkedin.com/company/hilden-park-accountants-limited,Hilden Park Accountants Limited,hildenparkaccountants.co.uk,https://hildenparkaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Tonbridge,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
hodson-&-co,https://www.linkedin.com/company/hodson-&-co,Hodson & Co,hodsonandco.co.uk,http://www.hodsonandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1996,Worthing,West Sussex,GB,accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
inquesta,https://www.linkedin.com/company/inquesta,Inquesta,inquesta.co.uk,https://inquesta.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,England,GB,accountancy practice; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
jpaccountancy,https://www.linkedin.com/company/jpaccountancy,JP Accountancy,jpaccountancy.org,http://www.jpaccountancy.org,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,SELF_EMPLOYED,-,Lowestoft,Suffolk,GB,accountancy; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom
james-&-uzzell,https://www.linkedin.com/company/james-&-uzzell,James & Uzzell,jamesanduzzell.co.uk,https://jamesanduzzell.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Swansea,Wales,GB,accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
james-wright-&-co,https://www.linkedin.com/company/james-wright-&-co,James Wright & Co,-,https://jameswrightaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,-,Private,-,Purley,England,GB,chartered accountants; accountants; tax advisers,-,pros-kw::chartered accountants::United Kingdom
jervis-&-partners-limited,https://www.linkedin.com/company/jervis-&-partners-limited,Jervis & Partners Limited,-,https://jervisandpartners.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,-,Private,-,Northampton,England,GB,accountancy practice; accountancy; bookkeeping,-,pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll bureau::United Kingdom
johnstone-howell,https://www.linkedin.com/company/johnstone-howell,Johnstone Howell & Co.,johnstonehowell.co.uk,http://www.johnstonehowell.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1929,Ellesmere Port,Cheshire,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
keshani-&-co,https://www.linkedin.com/company/keshani-&-co,KESHANI & CO,keshani.com,http://www.keshani.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1982,London,-,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
keytax-accountants-ltd,https://www.linkedin.com/company/keytax-accountants-ltd,Keytax Accountants,keytax.net,https://keytax.net,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Birmingham,England,GB,chartered accountants; accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom
knight-and-company-accountants,https://www.linkedin.com/company/knight-and-company-accountants,Knight and Company Accountants,knightandcompany.co.uk,https://knightandcompany.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Maidenhead,England,GB,accountants; accountancy; bookkeeping; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
lindley-adams-limited,https://www.linkedin.com/company/lindley-adams-limited,LINDLEY ADAMS LIMITED,lindley-adams.co.uk,http://lindley-adams.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1970,Halifax,England,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
lmdb-accountants,https://www.linkedin.com/company/lmdb-accountants,LMDB Accountants,lmdbaccountants.co.uk,https://lmdbaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Eastbourne,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
laggan-&-associates-ltd,https://www.linkedin.com/company/laggan-&-associates-ltd,Laggan & Associates,laggan-uk.com,https://laggan-uk.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
lees-chartered-accountants,https://www.linkedin.com/company/lees-chartered-accountants,Lees Chartered Accountants,leesca.com,https://leesca.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Redhill,England,GB,chartered accountants; accountants; accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
leiper-&-summers,https://www.linkedin.com/company/leiper-&-summers,Leiper & Summers,leiperandsummers.co.uk,https://leiperandsummers.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Fraserburgh,Scotland,GB,accountants,-,pros-ind::Accounting::United Kingdom
longworth-forensic-accounting-limited,https://www.linkedin.com/company/longworth-forensic-accounting-limited,Longworth Forensic Accounting Limited,longworthforensic.co.uk,https://longworthforensic.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,England,GB,accounting services; accounting practice,-,pros-ind::Accounting::United Kingdom
mk-tax-accounting,https://www.linkedin.com/company/mk-tax-accounting,MK Tax & Accounting,-,https://mkaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Milton Keynes,England,GB,accountants; chartered certified,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll::United Kingdom
frank-mcmahon-&-co,https://www.linkedin.com/company/frank-mcmahon-&-co,McMahon Auditors Accountants,mcmahonandco.ie,http://mcmahonandco.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2004,Kildare Town,Co. Kildare,IE,accountants; accountancy; bookkeeping; accountancy services,-,aiark-lookalike; discolike::ireland
morgan-reach-chartered-certified-accountants-ltd,https://www.linkedin.com/company/morgan-reach-chartered-certified-accountants-ltd,Morgan Reach Chartered Certified Accountants,morganreach.com,https://morganreach.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1975,Birmingham,West Midlands,GB,chartered accountants; accountants; chartered certified,-,aiark-lookalike; kw::chartered certified accountants::GB; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll::United Kingdom
myfirmsapp,https://www.linkedin.com/company/myfirmsapp,MyFirmsApp,-,https://myfirmsapp.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,accounting practice,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
myna-uk,https://www.linkedin.com/company/myna-uk,Myna,mynaaccountants.co,https://www.mynaaccountants.co,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Privately Held,2021,Cheltenham,-,GB,accountancy,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom
nephosuk,https://www.linkedin.com/company/nephosuk,Nephos Group Limited,nephosgroup.co,https://www.nephosgroup.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2011,Cheltenham,Gloucestershire,GB,accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
nippon-data-consulting,https://www.linkedin.com/company/nippon-data-consulting,Nippon Data Consulting,nippondata.com,https://nippondata.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Public,-,-,-,GB,accountancy practice; accountancy; bookkeeping,-,discolike::bureau-practice; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll solutions::United Kingdom; pros-kw::payroll::United Kingdom
