domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
saludamedical.com,Saluda Medical,https://www.linkedin.com/company/saluda-medical,http://www.saludamedical.com/,478,201-500,2011,Privately Held,Medical Equipment Manufacturing,Bloomington,Minnesota,United States,"Saluda Medical is redefining the standard of care in spinal cord stimulation (SCS) with the Evoke® System — the world’s first ECAP-controlled, closed-loop SCS therapy.  The Evoke System delivers personalized, data-driven therapy by automatically adjusting stimulation over 4 million times per day, based on real-time neural signals (ECAPs) unique to each patient.  This empowers clinicians to precisely measure and prescribe the optimal dose of stimulation, improving consistency and patient outcomes",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (478 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
spacelabshealthcare.com,Spacelabs Healthcare,https://www.linkedin.com/company/spacelabs-healthcare,http://www.spacelabshealthcare.com,820,1001-5000,1958,Public Company,Medical Equipment Manufacturing,Snoqualmie,Washington,United States,"Spacelabs Healthcare is solely dedicated to developing patient monitoring and diagnostic cardiology technologies and services that empower providers to deliver exceptional patient care.   Our mission is to help solve some of healthcare’s greatest challenges - enhancing the patient experience, improving population health, reducing costs, supporting care team well-being, and advancing health equity.   By partnering closely with healthcare professionals, we deliver optimized care coordination and c",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (820 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
tegramedical.com,Tegra Medical,https://www.linkedin.com/company/tegra-medical,https://www.tegramedical.com,598,501-1000,2007,Privately Held,Medical Equipment Manufacturing,Franklin Town,Massachusetts,United States,"Tegra Medical is an end-to-end contract manufacturing solutions provider, known as the company “where medical devices come to life.”  Our customers look to us to manufacture everything from complex components to finished devices – from the sharp “business end” to the molded plastic handle – including assembly, sterilization and packaging. Our headquarters is in Franklin, Massachusetts and we have manufacturing locations in Massachusetts, Mississippi, Costa Rica, Europe, and Asia. We are ISO 1348",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (598 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
ultradent.com,"Ultradent Products, Inc.",https://www.linkedin.com/company/ultradent-products-inc-,https://www.ultradent.com,1371,1001-5000,1978,Privately Held,Medical Equipment Manufacturing,South Jordan,Utah,United States,"Ultradent Products, Inc., is a leading developer of high-tech dental materials, devices, and instruments worldwide. Ultradent’s mission is to improve the level of dental health care and to make dental procedures more predictable and efficient. Consistent with its mission, Ultradent works to improve the quality of life and the health of individuals through financial and charitable programs.   Ultradent evolved from a dentist’s quest to create more effective dental products. Dr. Dan Fischer's desi",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (1371 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
noahmed.com,Noah Medical,https://www.linkedin.com/company/noahmed,http://www.noahmed.com,309,201-500,2018,Privately Held,Medical Equipment Manufacturing,San Carlos,California,United States,"Noah Medical is building the future of medical robotics. Our next generation robotic platform targets early diagnosis and treatment of patients across multiple indications.  Based in Silicon Valley and backed by well-known institutional investors, our incredibly talented team of 70+ engineers, innovators and industry leaders brings years of experience from the top healthcare companies in the world.",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (309 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
nextern.com,Nextern,https://www.linkedin.com/company/nextern-inc-,https://www.nextern.com?source=linkedin,418,501-1000,-,Privately Held,Medical Equipment Manufacturing,Maple Grove,Minnesota,United States,"Nextern collaborates with innovators, clinicians, and device partners to create, iterate, optimize and manufacture best-in-class medical devices. We bring an unmatched core competence in medical device product design and development through manufacturing as a leverageable asset to collaborators like you, who are focused on accelerating the commercial side of the business.  At Nextern, we inspire with passion, impact with significance, and act with integrity.",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (418 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
vapotherm.com,Vapotherm,https://www.linkedin.com/company/vapotherm,http://www.vapotherm.com,297,201-500,-,Privately Held,Medical Equipment Manufacturing,Exeter,New Hampshire,United States,"Vapotherm, Inc. is the inventor of high flow nasal cannula, and its advanced form: Vapotherm high velocity therapy. Delivering high velocity therapy, the Precision Flow® system offers clinicians a reliable tool for multiple patient populations. For respiratory distress patients presenting in the ED and ICU, high velocity therapy can provide not just oxygenation, but also Mask-Free respiratory support with the comfort of heated humidified high flow.",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (297 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
spectrumplastics.com,"Spectrum Plastics Group, A DuPont Business",https://www.linkedin.com/company/spectrum-plastics-group,http://www.spectrumplastics.com,715,1001-5000,-,Public Company,Medical Equipment Manufacturing,Glens Falls,New York,United States,"Acquired in August 2023 by DuPont, Spectrum’s history spans over 60 years of applications expertise including precision extrusion, specialty injection molding, blown film extrusion and conversion, medical balloon fabrication, laser processing, additive manufacturing, and complex assembly of catheters and other devices. Today, Spectrum is a leading full-service partner for the development and manufacturing of critical polymer-based components and finished devices for medical and other demanding a",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (715 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
acelity.com,Acelity,https://www.linkedin.com/company/acelity,http://www.acelity.com,1586,1001-5000,1976,Privately Held,Medical Equipment Manufacturing,San Antonio,Texas,United States,"Acelity is a global advanced wound care company, offering innovative solutions from the hospital to home that improve the lives of patients in more than 90 countries. Our mission is to change the practice of medicine with solutions that speed healing, create economic value and improve patients’ lives. Our shared values drive our company’s personality, culture and priorities by providing a framework for making decision: Customer First, Integrity, A Will to Win, One Acelity.   We are the undispute",Exit Ready,-,"Matched filter for PE-backed-scale medtech/diagnostics companies (1586 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
pattersondental.com,Patterson Dental,https://www.linkedin.com/company/patterson-dental,https://pattersondental.com,3367,1001-5000,1877,Public Company,Medical Equipment Manufacturing,St Paul,Minnesota,United States,"At Patterson Dental, we are committed to partnering with dental practices of all sizes to help oral health professionals practice extraordinary dentistry. We do this by living up to our promise of Trusted Expertise, Unrivaled Support every day.  Patterson’s history of serving dental professionals dates back to our company’s founding in 1877. Since then, Patterson has grown to meet the needs of private practices and large group dental networks through more than 70 branch offices in the United Sta",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
medtronic.com,Medtronic Cranial and Spine Therapies,https://www.linkedin.com/company/medtronic-brain-and-spine-therapies,https://www.medtronic.com,548,1001-5000,1972,Public Company,Medical Equipment Manufacturing,-,-,United States,"A global healthcare technology leader — boldly attacking the most challenging health problems facing humanity with innovations that transform lives.  Information about Medtronic products and therapies approved and cleared for use in the United States, and is intended for a United States audience. If you live outside the U.S., you may see information on this website about products or therapies that are not approved or marketed in your country.  Full list is here: http://www.medtronic.com/statemen",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
lifenethealth.org,LifeNet Health,https://www.linkedin.com/company/lifenet,https://www.lifenethealth.org,1382,1001-5000,1982,Nonprofit,Medical Equipment Manufacturing,Virginia Beach,Virginia,United States,"LifeNet Health pushes the boundaries of regenerative medicine to give healing every advantage. Finding a trusted resource to facilitate transplantation and cellular solutions is more vital than ever. LifeNet Health meets this need through a relentless forward focus, coupled with a higher standard – making us a top choice for global healthcare providers and scientific researchers. This has improved life for millions of patients. We back it all up by offering a world of support to everyone we serv",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
microportortho.com,MicroPort Orthopedics,https://www.linkedin.com/company/microport-orthopedics-inc-,https://www.microportortho.com,557,501-1000,2014,Privately Held,Medical Equipment Manufacturing,Arlington,Tennessee,United States,"At MicroPort Orthopedics, we are continually driven to leverage our extensive experience in orthopedics and 20 years of superior clinical results to improve patient outcomes and drive provider satisfaction across the globe.  Established in January 2014, MicroPort Orthopedics Inc. is the sixth largest multinational producer of orthopedic products, and a proud member of the MicroPort Scientific Corporation family of companies.   At MicroPort Orthopedics, we are never standing still. We know that k",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
highridgemedical.com,Highridge Medical,https://www.linkedin.com/company/highridgemedical,https://www.highridgemedical.com,390,1001-5000,2024,Privately Held,Medical Equipment Manufacturing,Westminster,Colorado,United States,"Highridge is committed to partnering with surgeons to drive innovation, with a strong portfolio including solutions for complex spine, motion preservation, and minimally invasive surgery.  Content on this channel is intended for a United States audience.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
calyxoinc.com,"Calyxo, Inc.",https://www.linkedin.com/company/calyxo,https://www.calyxoinc.com,387,201-500,2016,Privately Held,Medical Equipment Manufacturing,Pleasanton,California,United States,"Calyxo, Inc. is an innovation-driven medical device company focused on improving care for patients with kidney stones, a common and painful condition that consumes vast amounts of healthcare resources today.  Founded in 2016, Calyxo is led by executives and investors with a strong track record of commercializing paradigm-shifting solutions in the field of urology.  Our team features some of the most talented, high-achieving and brightest minds in the medical device industry who are compelled by ",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
acist.com,ACIST Medical Systems,https://www.linkedin.com/company/acist-medical-systems,https://www.acist.com,300,201-500,1991,Privately Held,Medical Equipment Manufacturing,Eden Prairie,Minnesota,United States,"ACIST Medical Systems, Inc. is a pioneering interventional and diagnostic technology company with a portfolio of advanced products, including the world’s first Rapid Exchange FFR and High Definition IVUS systems. It is also a global market leader in advanced contrast imaging systems for cardiovascular angiography and radiology imaging.   Through these products, ACIST is demonstrating its commitment to bringing unique and innovative technologies that simplify cardiovascular procedures and empower",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
phchd.com,PHC Corporation of North America,https://www.linkedin.com/company/phcbiomed,https://www.phchd.com/us/biomedical,195,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Wood Dale,Illinois,United States,"PHC Corporation of North America (PHCNA) is headquartered in Wood Dale, IL and manufactures and markets PHCbi brand laboratory equipment.  PHCNA is a subsidiary of PHC Holdings Corporation of Tokyo, Japan, a global diversified life sciences, diagnostics, and medical device company. For more than 50 years, PHCNA has met the needs of pharmaceutical, biotechnology, hospital/clinical, and industrial customers, offering a unique perspective on scientific research. We play a critical role in global pr",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
copanusa.com,"COPAN Diagnostics, Inc.",https://www.linkedin.com/company/copan-diagnostics-inc-,https://www.copanusa.com,177,201-500,1994,Privately Held,Medical Equipment Manufacturing,Murrieta,California,United States,"Copan Diagnostics is the leading supplier of bacteriology swabs, viral transport media, VTM, and molecular transport systems in the world. Its innovations in pre-analytics include patented Flocked Swabs, which have been proven to advance the quality of traditional and contemporary microbiology assays through improved fluid-dynamics and which are incorporated within the new ESwab and UTM. Copan’s commitment to innovation in specimen processing led to the launch of WASP: Walk-Away Specimen Process",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
nsm-seating.com,National Seating & Mobility,https://www.linkedin.com/company/national-seating-and-mobility,https://www.nsm-seating.com,1425,1001-5000,1992,Privately Held,Medical Equipment Manufacturing,Franklin,Tennessee,United States,"NSM provides 360-degree Complete Mobility Solutions, from customizing wheelchairs to installing chair lifts or repairing your equipment. No matter what you need, we have innovative products and a reliable team of experts to keep you moving so you can enjoy life to the fullest - wherever it takes you.  We build the right chairs for people with severe physical challenges. Many are children with birth defects, such as Cerebral Palsy, Muscular Dystrophy and Spina Bifida. We also serve teens, adults ",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
hiossen.com,Hiossen,https://www.linkedin.com/company/hiossen,https://www.hiossen.com,472,501-1000,2006,Privately Held,Medical Equipment Manufacturing,Englewood Cliffs,New Jersey,United States,"Hiossen was founded by parent company Osstem in 2006 in the state of Pennsylvania, USA. The company that became Hiossen Implant emerged in 2007 in Englewood Cliffs, NJ. With new technology and the dedication of providing superior implant products, Hiossen has grown to become one of the world’s largest manufacturers of dental implants and equipment. Our company and our global affiliates collectively have approximately 4,500 employees around the world, operating in more than 40 countries and a sal",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
myomo.com,"Myomo, Inc.",https://www.linkedin.com/company/myomo-inc.,https://myomo.com,133,201-500,2004,Public Company,Medical Equipment Manufacturing,Burlington,Massachusetts,United States,"Myomo, Inc. is a medical device company specializing in myoelectric technology to enhance mobility for individuals with neurological disorders and upper-limb paralysis. We design and market the MyoPro®, a non-invasive, powered arm brace (orthosis) that helps people regain functional use of their arms and hands after a stroke, brachial plexus injury (BPI), traumatic brain injury (TBI), spinal cord injury, or conditions like multiple sclerosis (MS).  By detecting a user’s own muscle signals throug",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
integralife.com,"ACell, Inc.",https://www.linkedin.com/company/acell-inc.,https://marketing.integralife.com/acell,102,1001-5000,-,Public Company,Medical Equipment Manufacturing,Columbia,Maryland,United States,"The ACell® portfolio, acquired by Integra LifeSciences in 2021, features Urinary Bladder Matrix (UBM), the technology platform of Cytal® Wound Matrix, MicroMatrix® UBM Particulate, and Gentrix® Surgical Matrix.  Integra LifeSciences, a world leader in medical technology with headquarters in Princeton, New Jersey, was founded in 1989 with the acquisition of an engineered collagen technology platform used to repair and regenerate tissue. Since then, Integra has expanded its base regenerative techn",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
eargo.com,Eargo,https://www.linkedin.com/company/eargo,https://www.eargo.com/our-brand,126,201-500,2010,Privately Held,Medical Equipment Manufacturing,San Jose,California,United States,"You never think about your hearing. At least, not until you lose it. Then it’s the only thing on your mind. Our ability to hear connects us to the world, and most importantly, to the people we love.   Over the last decade, the assault on our ears has been relentless through the non-stop streaming, video gaming, music festivals and video calls. And it’s not who you think that’s at risk—the World Health Organization predicts over 1 billion young adults 35 and under are in danger of hearing loss to",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
minnetronixmedical.com,Minnetronix Medical,https://www.linkedin.com/company/minnetronix-inc-,https://www.minnetronixmedical.com,183,201-500,1996,Privately Held,Medical Equipment Manufacturing,St. Paul,Minnesota,United States,Minnetronix and Intricon are now Forj Medical. Visit Forj Medical for all updates.,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
shifamed.com,Shifamed,https://www.linkedin.com/company/shifamed,https://shifamed.com,84,201-500,2008,Privately Held,Medical Equipment Manufacturing,Campbell,California,United States,"Shifamed is a highly specialized innovation hub, striving to resolve unmet needs in the medtech industry.   We are a multi-disciplined group of engineers with the imagination, ambition, and experience to identify and capitalize on emerging opportunities through rapid tactical execution. With an emphasis on advanced technology and collaboration, we are dedicated to finding better ways to address critical healthcare needs. History demonstrates our ability to design, develop, and commercialize prod",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
accumedcorp.com,AccuMED Corp.,https://www.linkedin.com/company/accumed-corp.,https://www.accumedcorp.com,667,1001-5000,1994,Privately Held,Medical Equipment Manufacturing,Mocksville,North Carolina,United States,"AccuMED Corp is a contract manufacturing partner to major medical device companies, providing exceptional, customer-centric solutions of the highest quality on time and at competitive prices. We become a virtual extension of our customers by offering complete solutions to their product changes from design to production to delivery.
 
 For more information please go to www.accumedcorp.com",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
euroimmun.us,Euroimmun US,https://www.linkedin.com/company/euroimmun-us,https://www.euroimmunus.us,85,1001-5000,1987,Public Company,Medical Equipment Manufacturing,Mountain Lakes,New Jersey,United States,"Euroimmun is one of the world’s leading companies in laboratory diagnostics. As part of Revvity, we work together with Immunodiagnostic Systems (IDS) and over 3,500 colleagues in almost 20 countries to improve diagnostics worldwide. We develop innovative test systems, automation solutions, and software for medical laboratories.   Our goal: to make diagnostics more accurate, efficient, and meaningful – for better patient care. Everyday, we are driven by a strong team spirit, scientific curiosity,",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
endochoice.com,EndoChoice,https://www.linkedin.com/company/endochoice,https://www.endochoice.com,75,201-500,2008,Public Company,Medical Equipment Manufacturing,Alpharetta,Georgia,United States,"Based near Atlanta, EndoChoice (NYSE: GI) is a medtech company focused on the manufacturing and commercialization of platform technologies including endoscopic imaging systems, devices and infection control products and pathology services for specialists diagnosing and treating a wide range of gastrointestinal conditions, including colon cancer. EndoChoice leverages its direct sales organization to serve more than 2,500 customers in the United States and works with distribution partners in 25 co",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
connecthearing.com,AudioNovaUS,https://www.linkedin.com/company/connect-hearing-us,https://www.connecthearing.com,396,501-1000,2011,Public Company,Medical Equipment Manufacturing,Aurora,Illinois,United States,"Service. Technology. Affordability. 
 
 We provide a strong network of convenient neighborhood hearing care centers across the country that continually strives to find innovative ways to serve you better.
 
 Our Hearing Care Professionals are passionate about helping people to hear better by applying a consistent process to determine the best recommendations for your hearing health.
 
 We provide free next day evaluations with professional recommendations based upon your individual hearing needs",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
msdonline.com,"Medical Specialties Distributors, LLC",https://www.linkedin.com/company/medical-specialties-distributors-llc,https://www.msdonline.com,145,501-1000,1984,Privately Held,Medical Equipment Manufacturing,Stoughton,Massachusetts,United States,"Medical Specialties Distributors (MSD) is a leading post-acute service solutions provider serving the Home Infusion, Home Medical Equipment, and Oncology Markets. MSD and its portfolio brands, First Choice Medical Supply and Attentus Medical Sales, Inc., provide a comprehensive offering of medical products, distribution services, biomedical repair & maintenance, medical device sales & rental, value-added services and patient technology solutions. MSD’s Total Enterprise Solutions are specifically",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
radonmedicalimaging.com,Radon Medical Imaging,https://www.linkedin.com/company/radonmedicalimaging,https://www.radonmedicalimaging.com,115,201-500,1999,Privately Held,Medical Equipment Manufacturing,Ona,West Virginia,United States,"Radon Medical Imaging is a leading independent provider of medical imaging equipment, service, and healthcare technology (HTM) solutions, serving hospitals, health systems, imaging centers, and physician practices across 24 states throughout the eastern half of the United States.  Radon delivers a comprehensive portfolio that includes imaging and biomedical service, multi-vendor support, clinical asset management, and the sale of new, pre-owned, and refurbished imaging equipment. Our model combi",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
szdrawray.com,Drawray,https://www.linkedin.com/company/drawray,https://en.szdrawray.com,6,501-1000,2019,Public Company,Medical Equipment Manufacturing,-,-,United States,"Shenzhen Drawray Biotech Co., Ltd. was established in May 2019. The company is mainly engages in the R&D, production, sales and service of products in the field of diagnostics (IVD). Draway has five in-vitro diagnostic technology platforms including Mono-test CLIA, FIA, Microfluidics, Rapid Test and PCR. Its products cover cardiac markers, thyroid function, endocrine hormones, autoimmunity, respiratory viruses, reproductive health, bone metabolism, inflammation and infection, liver disease monit",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
curbell.com,"Curbell, Inc.",https://www.linkedin.com/company/curbell,https://www.curbell.com,204,501-1000,1942,Privately Held,Medical Equipment Manufacturing,Orchard Park,New York,United States,"Curbell Inc. is a privately held company with an 80-year history and an entrepreneurial spirit that guides its two core businesses, Curbell Medical Products, Inc. and Curbell Plastics, Inc.  Curbell’s strategy of investing for the long term and focus on customer needs has lead the organization to grow from a small machine shop to one of the nation’s leading supplier of plastic products and a leading medical device manufacturer.   Curbell Medical Products, Inc. manufactures signaling devices and ",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
sightpathmedical.com,Sightpath Medical,https://www.linkedin.com/company/sightpath-medical,https://finnitivhealth.com/sightpath,190,201-500,1991,Privately Held,Medical Equipment Manufacturing,Bloomington,Minnesota,United States,"Sightpath Medical delivers custom access to advanced ophthalmic equipment and services.  We provide equipment and services for cataract and refractive surgery to practices around the country. More than 200 Sightpath employees serve over 1300 surgeons and 850 facilities in both rural and urban communities across the country. We have earned their trust through the quality of our equipment, the skill of our employees, and the dedication and responsiveness of our staff.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
