company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Corti,https://www.linkedin.com/company/corti,corti.ai,Software Development,Privately Held,51-200,135,2016,Brooklyn,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
helixbeat,https://www.linkedin.com/company/helixbeat,helixbeat.com,Technology; Information and Internet,Privately Held,201-500,78,2012,Tampa,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ServiceChannel,https://www.linkedin.com/company/servicechannel,servicechannel.com,Software Development,Privately Held,201-500,436,1999,Greenville,South Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FM:Systems,https://www.linkedin.com/company/fmsystems,fmsystems.com,Software Development,Privately Held,201-500,161,1984,Raleigh,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Healthie,https://www.linkedin.com/company/get-healthie,gethealthie.com,Technology; Information and Internet,Privately Held,51-200,194,2016,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OncoHealth,https://www.linkedin.com/company/oncohealth,oncohealth.us,Hospitals and Health Care,Privately Held,201-500,224,2009,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Codelogicx,https://www.linkedin.com/company/codelogicx,codelogicx.com,Software Development,Privately Held,51-200,131,2013,East Brunswick,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SteadyMD,https://www.linkedin.com/company/steadymd,steadymd.com,Hospitals and Health Care,Privately Held,51-200,174,2016,St Louis,Missouri,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
wai technologies,https://www.linkedin.com/company/waitechnologies,waiin.com,IT Services and IT Consulting,Privately Held,201-500,211,2012,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CARPL - Radiology AI Platform,https://www.linkedin.com/company/carpl-ai,carpl.ai,Hospitals and Health Care,Privately Held,51-200,84,2018,Cupertino,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Light-it,https://www.linkedin.com/company/lightit,lightit.io,Software Development,Privately Held,51-200,150,2019,Aventura,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
January Digital,https://www.linkedin.com/company/januarydigital,januarydigital.com,Marketing Services,Privately Held,51-200,102,2011,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Woebot Health,https://www.linkedin.com/company/woebot-health,woebothealth.com,Mental Health Care,Privately Held,51-200,112,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Clearsense,https://www.linkedin.com/company/clearsense,clearsense.com,Software Development,Privately Held,51-200,106,2016,Brentwood,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Workit Health,https://www.linkedin.com/company/workit-health,workithealth.com,Mental Health Care,Privately Held,201-500,225,2014,Ann Arbor,Michigan,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Easy Healthcare Corporation | easy@Home, Premom",https://www.linkedin.com/company/easy-at-home-medical-llc,premom.com,"Health, Wellness and Fitness",Privately Held,51-200,72,2013,Burr Ridge,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Aktana,https://www.linkedin.com/company/aktana,aktana.com,Software Development,Privately Held,201-500,136,2008,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"PrimeSoft Solutions, Inc.",https://www.linkedin.com/company/primesoft-solutions-inc,primesoft.net,Information Technology and Services,Privately Held,201-500,343,2006,Columbia,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Delphos,https://www.linkedin.com/company/delphosco,delphos.co,Financial Services,Privately Held,51-200,136,1987,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RSI Security,https://www.linkedin.com/company/rsisecurity,rsisecurity.com,IT Services and IT Consulting,Privately Held,51-200,46,2008,Southlake,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Boston Technology Corporation,https://www.linkedin.com/company/boston-technology-corporation,boston-technology.com,IT Services and IT Consulting,Privately Held,51-200,187,2004,Marlborough,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Growit Technologies LLC,https://www.linkedin.com/company/growittechnologies,growittechnologies.com,IT Services and IT Consulting,Partnership,51-200,11,2026,Big Pine,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cognitio Analytics Inc,https://www.linkedin.com/company/cognitio-analytics,cognitioanalytics.com,Business Consulting and Services,Privately Held,51-200,149,2013,Short Hills,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CRMIT Solutions,https://www.linkedin.com/company/crmit,crmit.com,Software Development,Privately Held,201-500,338,2003,Milpitas,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Advizex,https://www.linkedin.com/company/advizex-technologies,advizex.com,IT Services and IT Consulting,Privately Held,201-500,304,1975,Independence,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Marina Maher Communications (MMC),https://www.linkedin.com/company/marina-maher-communications,hellommc.com,Public Relations and Communications Services,Public Company,51-200,215,1983,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Plenful,https://www.linkedin.com/company/plenful,plenful.com,Hospitals and Health Care,Privately Held,51-200,115,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Liquid Technologies,https://www.linkedin.com/company/liqteq,liqteq.com,Software Development,Privately Held,51-200,97,2017,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NRC Health,https://www.linkedin.com/company/national-research-corporation,nrchealth.com,Hospitals and Health Care,Public Company,201-500,748,1981,Lincoln,Nebraska,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FirstEigen,https://www.linkedin.com/company/firsteigen,firsteigen.com,Software Development,Privately Held,51-200,48,2015,Naperville,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"PaneraTech, Inc.",https://www.linkedin.com/company/paneratech-inc.,paneratech.com,Glass; Ceramics and Concrete Manufacturing,Privately Held,51-200,93,2010,Fairfax,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HealthJoy,https://www.linkedin.com/company/healthjoy,healthjoy.com,Hospitals and Health Care,Privately Held,201-500,281,2014,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CRIO,https://www.linkedin.com/company/clinical-research-io,clinicalresearch.io,Software Development,Privately Held,51-200,155,2015,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DCG,https://www.linkedin.com/company/the-district-communications-group,dcgcommunications.com,Public Relations and Communications Services,Privately Held,51-200,160,2010,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ECI,https://www.linkedin.com/company/enhanced-compliance-inc,eci-rx.com,Business Consulting and Services,Privately Held,201-500,232,2012,Marlborough,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wartburg College,https://www.linkedin.com/school/wartburg-college,wartburg.edu,Higher Education,Educational Institution,201-500,834,1852,Waverly,Iowa,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Lippe Taylor,https://www.linkedin.com/company/lippe-taylor,linktr.ee,Marketing Services,Privately Held,201-500,135,-,New York,NY 1,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Kontakt.io,https://www.linkedin.com/company/kontakt-io,kontakt.io,Technology; Information and Internet,Privately Held,51-200,169,2013,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vinta Software,https://www.linkedin.com/company/vintasoftware,vintasoftware.com,Software Development,Privately Held,51-200,65,2013,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
GYPR Pvt Ltd,https://www.linkedin.com/company/gypr-pvt-ltd,gyprc.com,Education Management,Privately Held,201-500,62,2014,Dover,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Playworks,https://www.linkedin.com/company/playworks,playworks.org,Non-profit Organizations,Nonprofit,201-500,691,1996,Oakland,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pelago,https://www.linkedin.com/company/pelago-health,pelagohealth.com,Hospitals and Health Care,Privately Held,51-200,177,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
closerlook,https://www.linkedin.com/company/closerlook-inc-,avalerehealth.com,Advertising Services,Privately Held,51-200,56,1987,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Chooch AI,https://www.linkedin.com/company/chooch,chooch.com,Technology; Information and Media,Privately Held,51-200,76,2015,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Ad Astra, Inc.",https://www.linkedin.com/company/adastrainc,ad-astrainc.com,Translation and Localization,Privately Held,201-500,673,2010,Silver Spring,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mustache,https://www.linkedin.com/company/mustache-agency,mustacheagency.com,Advertising Services,Privately Held,51-200,67,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Trust & Will,https://www.linkedin.com/company/trustandwill,trustandwill.com,Technology; Information and Internet,Privately Held,51-200,154,2017,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mazik Global Inc.,https://www.linkedin.com/company/mazikglobal,mazikglobal.com,Software Development,Privately Held,201-500,170,2003,Park Ridge,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DeepScribe,https://www.linkedin.com/company/deepscribe,deepscribe.ai,Hospitals and Health Care,Privately Held,51-200,97,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AnswerRocket,https://www.linkedin.com/company/answerrocket,answerrocket.com,Business Consulting and Services,Privately Held,51-200,58,2013,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Techloset,https://www.linkedin.com/company/techloset,techloset.com,Software Development,Privately Held,51-200,75,2015,Sacramento,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"IntellectFaces, Inc",https://www.linkedin.com/company/intellectfacesinc,intellectfaces.com,IT Services and IT Consulting,Privately Held,51-200,31,2011,Ashburn,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DexCare,https://www.linkedin.com/company/dexcare,dexcare.com,Software Development,Privately Held,51-200,141,2021,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cloudgaia,https://www.linkedin.com/company/cloudgaia,cloudgaia.com,IT Services and IT Consulting,Privately Held,201-500,211,2016,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Talent21 Llc,https://www.linkedin.com/company/talent21llc,talent21llc.com,Staffing and Recruiting,Privately Held,51-200,14,2013,Monroe,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Antidote Health,https://www.linkedin.com/company/antidotehealth,antidotehealth.com,Hospitals and Health Care,Privately Held,51-200,109,2020,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Edvak EHR,https://www.linkedin.com/company/edvakehr,edvak.com,Technology; Information and Internet,Privately Held,51-200,82,2018,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FetchTalent Ai Inc,https://www.linkedin.com/company/fetchtalentai,advaana.com,Technology; Information and Internet,Privately Held,51-200,44,-,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Health Recovery Solutions,https://www.linkedin.com/company/health-recovery-solutions,healthrecoverysolutions.com,Hospitals and Health Care,Privately Held,51-200,153,2012,Hoboken,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Paige,https://www.linkedin.com/company/paige-ai,paige.ai,Software Development,Privately Held,51-200,42,2018,New York City,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
The Galien Foundation,https://www.linkedin.com/company/the-galien-foundation,galienfoundation.org,Non-profit Organizations,Nonprofit,51-200,27,1970,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Proximate Technologies Inc,https://www.linkedin.com/company/proximate-technologies-inc,proximatetech.com,IT Services and IT Consulting,Privately Held,51-200,117,2006,Plano,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Happiest Baby (the maker of SNOO),https://www.linkedin.com/company/happiest-baby-inc-,happiestbaby.com,Consumer Electronics,Privately Held,51-200,138,2001,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AKITRA,https://www.linkedin.com/company/akitra,akitra.com,Computer and Network Security,Privately Held,201-500,90,2017,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Stella Rising,https://www.linkedin.com/company/stellarisingagency,stellarising.com,Advertising Services,Privately Held,51-200,109,1982,Westport,Connecticut,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TriNetX,https://www.linkedin.com/company/trinetx,trinetx.com,Data Infrastructure and Analytics,Privately Held,201-500,272,2013,Cambridge,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Nirmitee.io,https://www.linkedin.com/company/nirmitee,nirmitee.io,IT Services and IT Consulting,Privately Held,51-200,72,2020,Iselin,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Luma Health,https://www.linkedin.com/company/lumahealth,lumahealth.io,Hospitals and Health Care,Privately Held,51-200,196,2015,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Bitsclan IT Solutions,https://www.linkedin.com/company/bitsclanitsolutions,bitsclan.com,Software Development,Privately Held,51-200,48,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CMA,https://www.linkedin.com/company/cma-consulting,linktr.ee,IT Services and IT Consulting,Privately Held,201-500,410,1984,Latham,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ProcessMAP (now Ideagen EHS),https://www.linkedin.com/company/processmap,ideagen.com,Software Development,Privately Held,201-500,173,2000,Sunrise,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sehteq,https://www.linkedin.com/company/sehteq,sehteq.com,Insurance,Privately Held,51-200,8,2017,Middletown,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Algo8 AI,https://www.linkedin.com/company/algo8,algo8.ai,Data Infrastructure and Analytics,Privately Held,51-200,85,2018,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BGR Group,https://www.linkedin.com/company/bgr-group,bgrdc.com,Government Relations Services,Privately Held,51-200,282,1991,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Fierce Life Sciences Events,https://www.linkedin.com/company/fierce-life-sciences-events,fiercelifesciences.com,Events Services,Privately Held,201-500,50,2004,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Assort Health,https://www.linkedin.com/company/assorthealth,assorthealth.com,Technology; Information and Internet,Privately Held,201-500,253,2023,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
LinkLive,https://www.linkedin.com/company/linkliveai,linklive.ai,Software Development,Privately Held,51-200,75,2003,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SQ1 Security,https://www.linkedin.com/company/sq1security,sq1.security,Computer and Network Security,Privately Held,201-500,196,2017,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Radiance Technologies,https://www.linkedin.com/company/radiatechs,radiatechs.com,IT Services and IT Consulting,Privately Held,51-200,51,2012,Collegeville,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Alivi,https://www.linkedin.com/company/alivi,alivi.com,Hospitals and Health Care,Privately Held,201-500,237,2016,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HealthTap,https://www.linkedin.com/company/healthtap,healthtap.com,Hospitals and Health Care,Privately Held,51-200,160,2010,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
hellocare.ai,https://www.linkedin.com/company/hellocare-ai,hellocare.ai,Hospitals and Health Care,Privately Held,201-500,272,2012,Clearwater,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ForSight Robotics,https://www.linkedin.com/company/forsightrobotics,forsightrobotics.com,Medical Equipment Manufacturing,Privately Held,51-200,129,-,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Health Gorilla,https://www.linkedin.com/company/healthgorilla,healthgorilla.com,Hospitals and Health Care,Privately Held,51-200,101,2014,Coral Gables,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DigiTech Labs,https://www.linkedin.com/company/digi-techlabs,digitechlabs.com,IT Services and IT Consulting,Privately Held,51-200,59,2017,Redmond,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Caresyntax,https://www.linkedin.com/company/caresyntax,caresyntax.com,Hospitals and Health Care,Partnership,51-200,141,2013,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BPD,https://www.linkedin.com/company/bpdhealth,bpdhealthcare.com,Marketing Services,Privately Held,51-200,187,2002,Boca Raton,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mira,https://www.linkedin.com/company/miracare,miracare.com,Medical Equipment Manufacturing,Privately Held,51-200,172,-,Pleasanton,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AVIA,https://www.linkedin.com/company/aviahealth,aviahealth.com,Hospitals and Health Care,Privately Held,51-200,170,2012,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Plume Clinic,https://www.linkedin.com/company/plumeclinic,getplume.co,Hospitals and Health Care,Privately Held,51-200,115,2019,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vardot,https://www.linkedin.com/company/vardot,vardot.com,Technology; Information and Internet,Privately Held,51-200,57,2011,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
IMO Health,https://www.linkedin.com/company/imohealth,imohealth.com,IT Services and IT Consulting,Privately Held,201-500,526,1994,Rosemont,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cala Health,https://www.linkedin.com/company/cala-health-inc,calahealth.com,Medical Equipment Manufacturing,Privately Held,51-200,126,2014,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sequel Med Tech,https://www.linkedin.com/company/sequel-med-tech,sequelmedtech.com,Medical Equipment Manufacturing,Privately Held,201-500,418,2023,Manchester,New Hampshire,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SculptSoft | AI Software Development Company,https://www.linkedin.com/company/sculptsoft,sculptsoft.com,Software Development,Privately Held,51-200,162,2012,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CIOLook Media,https://www.linkedin.com/company/ciolook,ciolook.com,Media Production,Privately Held,51-200,57,2015,"Dublin, OH, USA",Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"4A Consulting, LLC",https://www.linkedin.com/company/4a-consulting-llc,4a-consulting.com,IT Services and IT Consulting,Partnership,51-200,42,2014,Ellicott City,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Veersa Technologies,https://www.linkedin.com/company/veersa,veersatech.com,IT Services and IT Consulting,Privately Held,201-500,466,2020,Las Vegas,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AuxoAI,https://www.linkedin.com/company/auxoai,auxoai.com,Software Development,Privately Held,201-500,246,2022,San Francisco Bay Area,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Adroiti Technologies,https://www.linkedin.com/company/adroiti-technologies,adroiti.com,Technology; Information and Internet,Privately Held,51-200,89,2009,Marina Del Rey,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Loginsoft,https://www.linkedin.com/company/loginsoft,loginsoft.com,IT Services and IT Consulting,Privately Held,201-500,233,-,Chantilly,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
WillDom,https://www.linkedin.com/company/willdom,willdom.com,IT Services and IT Consulting,Privately Held,201-500,202,2010,Boca Raton,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
xenabler,https://www.linkedin.com/company/xenabler,xenabler.digital,Information Technology and Services,Partnership,51-200,35,2011,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Skypoint,https://www.linkedin.com/company/skypoint-ai,skypoint.ai,Software Development,Privately Held,51-200,143,2020,Beaverton,Oregon,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AiCure,https://www.linkedin.com/company/aicure,aicure.com,Software Development,Privately Held,51-200,38,2010,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
University of Michigan - School of Information,https://www.linkedin.com/school/university-of-michigan---school-of-information,umich.edu,Higher Education,Educational Institution,201-500,497,-,Ann Arbor,Michigan,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TechIntelli Solutions,https://www.linkedin.com/company/techintelli,techintelli.com,IT Services and IT Consulting,Privately Held,201-500,146,2016,Irving,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BAY6.AI,https://www.linkedin.com/company/bay6-ai,bay6.ai,Technology; Information and Internet,Privately Held,51-200,21,2024,Wayne,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
L2R Consulting,https://www.linkedin.com/company/l2r-consulting,l2rconsulting.com,Staffing and Recruiting,Privately Held,51-200,33,2007,Miami Lakes,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OmniMD,https://www.linkedin.com/company/omnimd,omnimd.com,Software Development,Privately Held,201-500,165,2002,Hawthorne,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
The Bliss Group,https://www.linkedin.com/company/the-bliss-grp,theblissgrp.com,Public Relations and Communications Services,Privately Held,51-200,55,1975,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FOLX Health,https://www.linkedin.com/company/folxhealth,folxhealth.com,Hospitals and Health Care,Privately Held,51-200,71,2020,Remote,Oregon,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Tekrowe,https://www.linkedin.com/company/tekrowe,tekrowe.com,Software Development,Privately Held,51-200,48,2020,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Arine,https://www.linkedin.com/company/arinehealth,arine.io,Hospitals and Health Care,Privately Held,201-500,371,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rezilient Health,https://www.linkedin.com/company/rezilienthealth,rezilienthealth.com,Hospitals and Health Care,Privately Held,51-200,76,2016,Webster Groves,Missouri,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vi,https://www.linkedin.com/company/vi,vi.co,Software Development,Privately Held,51-200,203,2016,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Dante Omics AI,https://www.linkedin.com/company/dantegenomics,dantegenomics.com,Biotechnology,Privately Held,51-200,71,2016,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
EcoEnergy Insights,https://www.linkedin.com/company/ecoenergy-insights,ecoenergyinsights.com,IT Services and IT Consulting,Public Company,201-500,1134,-,Kennesaw,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RapidValue,https://www.linkedin.com/company/rapidvalue,rapidvaluesolutions.com,IT Services and IT Consulting,Privately Held,201-500,108,2009,Pleasanton,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Parachute Health,https://www.linkedin.com/company/parachute-health,parachutehealth.com,Hospitals and Health Care,Privately Held,201-500,339,2015,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
100ms,https://www.linkedin.com/company/100mslive,100ms.ai,Software Development,Privately Held,51-200,103,2020,San Francisco,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Intelligent Technical Solutions,https://www.linkedin.com/company/intelligent-technical-solutions,itsasap.com,Computer and Network Security,Privately Held,201-500,388,2003,Las Vegas,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DeepHealth,https://www.linkedin.com/company/deephealthai,deephealth.com,Hospitals and Health Care,Public Company,201-500,333,-,Cambridge,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Reducto,https://www.linkedin.com/company/reducto-ai,reducto.ai,Software Development,Privately Held,51-200,96,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
9series Inc,https://www.linkedin.com/company/9seriesinc,9series.com,IT Services and IT Consulting,Privately Held,201-500,127,2007,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
QuantCo,https://www.linkedin.com/company/quantco,quantco.com,Software Development,Privately Held,201-500,245,-,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rhapsody,https://www.linkedin.com/company/rhapsodyhealth,rhapsody.health,Hospitals and Health Care,Privately Held,201-500,390,-,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Evince Development (CMMI Level 3 Certified),https://www.linkedin.com/company/evince-development,evincedev.com,IT Services and IT Consulting,Privately Held,51-200,167,2012,East Brunswick,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Smart Data,https://www.linkedin.com/company/getsmartdata,smartdata.net,IT Services and IT Consulting,Privately Held,51-200,222,2006,Dayton,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OneGlobe,https://www.linkedin.com/company/oneglobe-systems-llp,oneglobesystems.com,IT Services and IT Consulting,Privately Held,51-200,107,-,Cambridge,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ankr Health,https://www.linkedin.com/company/ankr-us,ankr.us,Hospitals and Health Care,Privately Held,51-200,16,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
1 Billion Tech,https://www.linkedin.com/company/1billiontechnology,1billiontech.com,IT Services and IT Consulting,Privately Held,51-200,140,2014,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PicnicHealth,https://www.linkedin.com/company/picnichealth,picnichealth.com,Software Development,Privately Held,51-200,341,2014,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Moravian College,https://www.linkedin.com/school/moravian-college,moravian.edu,Higher Education,Educational Institution,201-500,786,1742,Bethlehem,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NonStop io Technologies,https://www.linkedin.com/company/nonstop-io,nonstopio.com,Software Development,Privately Held,51-200,160,2015,Dover,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Adtech Corp,https://www.linkedin.com/company/adtechcorp-enterprise-it-services,adtechcorp.io,IT Services and IT Consulting,Privately Held,201-500,102,2015,Carlsbad,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
99 Technologies,https://www.linkedin.com/company/99technologies,99technologies.com,Software Development,Privately Held,51-200,127,2020,Eagan,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
XpertDox,https://www.linkedin.com/company/xpertdox,xpertdox.com,Hospitals and Health Care,Partnership,51-200,75,2015,Scottsdale,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Roro,https://www.linkedin.com/company/roro-solutions,roro.io,Software Development,Privately Held,51-200,74,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Korro AI,https://www.linkedin.com/company/korro,korro.ai,Software Development,Public Company,51-200,78,-,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
December Labs (now Qubika),https://www.linkedin.com/company/decemberlabs,decemberlabs.com,IT Services and IT Consulting,Privately Held,51-200,21,2014,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sunny,https://www.linkedin.com/company/sunnybenefits,sunnybenefits.com,Financial Services,Privately Held,51-200,113,-,Charleston,South Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
